hour,loc,pollutant,value
13,新店,SO2,2.9124293785310726
14,新店,SO2,2.980869565217393
15,新店,SO2,2.8571839080459767
16,新店,SO2,2.810555555555557
17,新店,SO2,2.6590027700831023
18,新店,SO2,2.560773480662983
19,新店,SO2,2.4237569060773483
20,新店,SO2,2.2707182320441976
21,新店,SO2,2.090607734806629
22,新店,SO2,2.0856353591160235
23,新店,SO2,2.0596685082872943
24,新店,SO2,1.9379501385041549
1,新莊,NO2,19.240802675585286
2,新莊,NO2,17.351170568561873
3,新莊,NO2,15.669666666666675
4,新莊,NO2,14.670903010033445
5,新莊,NO2,14.78277027027027
6,新莊,NO2,15.309666666666672
7,新莊,NO2,18.17725752508361
8,新莊,NO2,22.654000000000003
9,新莊,NO2,24.657094594594593
10,新莊,NO2,23.10933333333333
11,新莊,NO2,20.03333333333333
12,新莊,NO2,18.190681003584235
13,新莊,NO2,15.933564013840831
14,新莊,NO2,15.056313993174061
15,新莊,NO2,15.952464788732394
16,新莊,NO2,17.897945205479452
17,新莊,NO2,20.49324324324324
18,新莊,NO2,23.7261744966443
19,新莊,NO2,26.046308724832215
20,新莊,NO2,25.599666666666668
21,新莊,NO2,24.899666666666665
22,新莊,NO2,24.43210702341137
23,新莊,NO2,23.499
24,新莊,NO2,21.508695652173913
1,新莊,PM10,38.252631578947366
2,新莊,PM10,39.1280276816609
3,新莊,PM10,38.48965517241379
4,新莊,PM10,37.92096219931271
5,新莊,PM10,37.74570446735395
6,新莊,PM10,38.31164383561644
7,新莊,PM10,38.09556313993174
8,新莊,PM10,39.14776632302406
9,新莊,PM10,42.35374149659864
10,新莊,PM10,44.665529010238906
11,新莊,PM10,45.3
12,新莊,PM10,45.635714285714286
13,新莊,PM10,43.76027397260274
14,新莊,PM10,43.99650349650349
15,新莊,PM10,45.23321554770318
16,新莊,PM10,46.101694915254235
17,新莊,PM10,46.37162162162162
18,新莊,PM10,46.454237288135594
19,新莊,PM10,44.82372881355932
20,新莊,PM10,42.00677966101695
21,新莊,PM10,40.81292517006803
22,新莊,PM10,39.91836734693877
23,新莊,PM10,38.93197278911565
24,新莊,PM10,37.45360824742268
1,新莊,SO2,4.558862876254183
2,新莊,SO2,4.596989966555185
3,新莊,SO2,4.677591973244146
4,新莊,SO2,4.818644067796611
5,新莊,SO2,5.063605442176869
6,新莊,SO2,4.919387755102043
7,新莊,SO2,5.004761904761904
8,新莊,SO2,4.979322033898305
9,新莊,SO2,5.09554794520548
10,新莊,SO2,4.834237288135591
11,新莊,SO2,4.338947368421055
12,新莊,SO2,3.928158844765341
13,新莊,SO2,3.647719298245614
14,新莊,SO2,3.382926829268291
15,新莊,SO2,3.321875
16,新莊,SO2,3.366552901023891
17,新莊,SO2,3.358843537414965
18,新莊,SO2,3.3770547945205482
19,新莊,SO2,3.447986577181209
20,新莊,SO2,3.4290969899665544
21,新莊,SO2,3.5946308724832226
22,新莊,SO2,4.0788590604026815
23,新莊,SO2,4.098657718120804
24,新莊,SO2,4.336241610738253
1,松山,NO2,17.886776859504128
2,松山,NO2,15.050964187327828
3,松山,NO2,13.536464088397784
4,松山,NO2,12.052793296089387
5,松山,NO2,11.393628808864275
6,松山,NO2,12.07479224376731
7,松山,NO2,17.58241758241758
8,松山,NO2,23.36986301369863
9,松山,NO2,26.289136490250694
10,松山,NO2,26.435082872928177
11,松山,NO2,24.06063218390804
12,松山,NO2,21.504335260115614
13,松山,NO2,18.874074074074073
14,松山,NO2,18.120175438596494
15,松山,NO2,19.80462427745664
16,松山,NO2,21.233898305084754
17,松山,NO2,23.297222222222214
18,松山,NO2,26.60246575342466
19,松山,NO2,28.209315068493154
20,松山,NO2,27.889315068493158
21,松山,NO2,26.529589041095893
22,松山,NO2,25.94109589041096
23,松山,NO2,24.682191780821917
24,松山,NO2,21.358356164383565
1,松山,PM10,34.14985590778098
2,松山,PM10,31.771676300578033
3,松山,PM10,31.090379008746357
4,松山,PM10,30.93586005830904
5,松山,PM10,31.451895043731778
6,松山,PM10,30.88081395348837
7,松山,PM10,31.463556851311953
8,松山,PM10,34.0843023255814
9,松山,PM10,39.60932944606414
10,松山,PM10,45.71470588235294
11,松山,PM10,49.90402476780186
12,松山,PM10,51.74698795180723
13,松山,PM10,49.538922155688624
14,松山,PM10,47.58282208588957
15,松山,PM10,47.390243902439025
16,松山,PM10,50.160237388724035
17,松山,PM10,51.380116959064324
18,松山,PM10,50.76967930029154
19,松山,PM10,47.834782608695654
20,松山,PM10,44.0635838150289
21,松山,PM10,41.002873563218394
22,松山,PM10,39.49279538904899
23,松山,PM10,38.172413793103445
24,松山,PM10,36.94269340974212
1,松山,SO2,2.3545731707317086
2,松山,SO2,2.311881188118815
3,松山,SO2,2.3139344262295096
4,松山,SO2,2.2266483516483495
5,松山,SO2,2.1266483516483494
6,松山,SO2,2.0605479452054793
7,松山,SO2,2.186612021857925
8,松山,SO2,2.543715846994535
9,松山,SO2,2.9167123287671237
10,松山,SO2,3.045706371191135
11,松山,SO2,2.962356321839082
12,松山,SO2,2.9794797687861267
13,松山,SO2,2.995467422096317
14,松山,SO2,3.089306358381502
15,松山,SO2,3.169364161849711
16,松山,SO2,3.1027855153203343
17,松山,SO2,3.2191666666666676
18,松山,SO2,3.2091160220994457
19,松山,SO2,2.9110192837465574
20,松山,SO2,2.6087912087912075
21,松山,SO2,2.496978021978022
22,松山,SO2,2.5630136986301353
23,松山,SO2,2.5392857142857146
24,松山,SO2,2.4434065934065927
1,板橋,NO2,19.124863387978145
2,板橋,NO2,16.43287671232877
3,板橋,NO2,14.873224043715846
4,板橋,NO2,13.792307692307686
5,板橋,NO2,13.509366391184574
6,板橋,NO2,14.674316939890716
7,板橋,NO2,19.193715846994536
8,板橋,NO2,24.394808743169396
9,板橋,NO2,27.996703296703295
10,板橋,NO2,26.919452054794522
11,板橋,NO2,24.75057471264367
12,板橋,NO2,22.50339943342776
13,板橋,NO2,20.427887323943654
14,板橋,NO2,19.64897959183673
15,板橋,NO2,20.6043227665706
16,板橋,NO2,22.46211699164345
17,板橋,NO2,25.113611111111116
18,板橋,NO2,28.472099447513813
19,板橋,NO2,30.701095890410958
20,板橋,NO2,30.36958904109589
21,板橋,NO2,28.68005464480875
22,板橋,NO2,27.696994535519128
23,板橋,NO2,26.241803278688526
24,板橋,NO2,22.80575342465754
1,板橋,PM10,39.103641456582636
2,板橋,PM10,38.54189944134078
3,板橋,PM10,37.097765363128495
4,板橋,PM10,36.62011173184357
5,板橋,PM10,36.312849162011176
6,板橋,PM10,36.46218487394958
7,板橋,PM10,37.05307262569833
8,板橋,PM10,39.42178770949721
9,板橋,PM10,44.06442577030813
10,板橋,PM10,46.76056338028169
11,板橋,PM10,46.29824561403509
12,板橋,PM10,46.50857142857143
13,板橋,PM10,45.94632768361582
14,板橋,PM10,44.54733727810651
15,板橋,PM10,45.32183908045977
16,板橋,PM10,46.155367231638415
17,板橋,PM10,46.290140845070425
18,板橋,PM10,45.81005586592179
19,板橋,PM10,45.24860335195531
20,板橋,PM10,44.142458100558656
21,板橋,PM10,42.55865921787709
22,板橋,PM10,41.60335195530726
23,板橋,PM10,40.737430167597765
24,板橋,PM10,39.19832402234637
1,板橋,SO2,4.015977961432507
2,板橋,SO2,4.095068493150683
3,板橋,SO2,4.063835616438357
4,板橋,SO2,4.175616438356163
5,板橋,SO2,4.168767123287669
6,板橋,SO2,4.047527472527467
7,板橋,SO2,4.2585164835164875
8,板橋,SO2,4.495890410958901
9,板橋,SO2,4.431578947368425
10,板橋,SO2,4.148484848484848
11,板橋,SO2,3.777809798270891
12,板橋,SO2,3.5593659942363116
13,板橋,SO2,3.5113636363636362
14,板橋,SO2,3.3839181286549724
15,板橋,SO2,3.3573487031700293
16,板橋,SO2,3.3222535211267576
17,板橋,SO2,3.28756906077348
18,板橋,SO2,3.4407713498622607
19,板橋,SO2,3.6654794520547966
20,板橋,SO2,3.7252054794520566
21,板橋,SO2,3.5969863013698626
22,板橋,SO2,3.9969863013698625
23,板橋,SO2,4.004945054945054
24,板橋,SO2,3.957851239669419
1,林口,NO2,13.962809917355385
2,林口,NO2,12.02872928176796
3,林口,NO2,11.28166666666667
4,林口,NO2,10.270083102493071
5,林口,NO2,10.04542936288088
6,林口,NO2,10.452066115702474
7,林口,NO2,12.337741046831955
8,林口,NO2,15.468595041322315
9,林口,NO2,16.228650137741045
10,林口,NO2,15.249862258953158
11,林口,NO2,13.910795454545461
12,林口,NO2,13.01637931034483
13,林口,NO2,11.090517241379315
14,林口,NO2,10.416045845272212
15,林口,NO2,10.65304347826087
16,林口,NO2,11.74700854700855
17,林口,NO2,13.332320441988951
18,林口,NO2,16.01570247933883
19,林口,NO2,17.84945054945055
20,林口,NO2,18.41208791208791
21,林口,NO2,18.37142857142858
22,林口,NO2,18.36813186813187
23,林口,NO2,17.50275482093664
24,林口,NO2,15.603581267217631
1,林口,PM10,34.58543417366947
2,林口,PM10,34.12640449438202
3,林口,PM10,34.01412429378531
4,林口,PM10,33.72957746478873
5,林口,PM10,33.00282485875706
6,林口,PM10,33.38483146067416
7,林口,PM10,33.74858757062147
8,林口,PM10,35.64971751412429
9,林口,PM10,37.983050847457626
10,林口,PM10,38.77247191011236
11,林口,PM10,39.474137931034484
12,林口,PM10,40.364672364672366
13,林口,PM10,40.62215909090909
14,林口,PM10,39.34017595307918
15,林口,PM10,40.39402985074627
16,林口,PM10,41.30790960451977
17,林口,PM10,41.21848739495798
18,林口,PM10,40.70391061452514
19,林口,PM10,40.25698324022346
20,林口,PM10,39.125698324022345
21,林口,PM10,37.94134078212291
22,林口,PM10,37.28212290502793
23,林口,PM10,36.438202247191015
24,林口,PM10,35.089635854341736
1,林口,SO2,3.0362880886426584
2,林口,SO2,2.9625
3,林口,SO2,3.1197771587743715
4,林口,SO2,3.107799442896934
5,林口,SO2,3.286033519553074
6,林口,SO2,3.1666666666666647
7,林口,SO2,3.2888888888888888
8,林口,SO2,3.5891666666666677
9,林口,SO2,3.6081005586592205
10,林口,SO2,3.4377777777777787
11,林口,SO2,3.18142857142857
12,林口,SO2,3.078488372093023
13,林口,SO2,2.8263005780346844
14,林口,SO2,2.5982558139534864
15,林口,SO2,2.5078260869565208
16,林口,SO2,2.5046376811594224
17,林口,SO2,2.6041782729804996
18,林口,SO2,2.918732782369147
19,林口,SO2,2.9218232044198884
20,林口,SO2,3.236740331491713
21,林口,SO2,3.3218232044198897
22,林口,SO2,3.311325966850829
23,林口,SO2,3.2542936288088646
24,林口,SO2,3.039612188365652
1,桃園,NO2,17.323287671232883
2,桃園,NO2,15.886885245901638
3,桃園,NO2,14.89095890410959
4,桃園,NO2,13.563013698630128
5,桃園,NO2,13.136438356164383
6,桃園,NO2,13.707692307692303
7,桃園,NO2,16.73041095890411
8,桃園,NO2,20.929589041095895
9,桃園,NO2,21.003021978021977
10,桃園,NO2,20.09120879120879
11,桃園,NO2,19.046306818181822
12,桃園,NO2,18.430701754385968
13,桃園,NO2,16.55057142857143
14,桃園,NO2,15.951274787535409
15,桃園,NO2,17.114409221902015
16,桃園,NO2,18.01615598885794
17,桃園,NO2,19.974792243767318
18,桃園,NO2,23.06840659340659
19,桃園,NO2,23.674520547945207
20,桃園,NO2,22.83479452054794
21,桃園,NO2,22.851639344262296
22,桃園,NO2,22.106557377049175
23,桃園,NO2,21.201366120218587
24,桃園,NO2,19.372677595628414
1,桃園,PM10,39.226628895184135
2,桃園,PM10,37.538243626062325
3,桃園,PM10,37.907042253521126
4,桃園,PM10,38.40340909090909
5,桃園,PM10,37.74147727272727
6,桃園,PM10,37.50997150997151
7,桃園,PM10,38.26
8,桃園,PM10,40.51988636363637
9,桃園,PM10,42.37321937321937
10,桃園,PM10,43.25284090909091
11,桃園,PM10,42.23893805309734
12,桃園,PM10,42.607142857142854
13,桃園,PM10,41.65895953757225
14,桃園,PM10,41.174418604651166
15,桃園,PM10,41.358381502890175
16,桃園,PM10,41.27401129943503
17,桃園,PM10,41.17796610169491
18,桃園,PM10,41.35774647887324
19,桃園,PM10,41.85633802816901
20,桃園,PM10,41.46306818181818
21,桃園,PM10,41.279661016949156
22,桃園,PM10,41.663841807909606
23,桃園,PM10,41.655367231638415
24,桃園,PM10,40.43502824858757
1,桃園,SO2,6.850000000000001
2,桃園,SO2,7.762465753424659
3,桃園,SO2,8.077808219178083
4,桃園,SO2,8.085205479452046
5,桃園,SO2,7.881917808219179
6,桃園,SO2,8.302739726027395
7,桃園,SO2,9.108767123287675
8,桃園,SO2,8.933698630136988
9,桃園,SO2,7.2875346260387825
10,桃園,SO2,5.614364640883979
11,桃園,SO2,4.775637393767702
12,桃園,SO2,4.470087976539587
13,桃園,SO2,4.19364161849711
14,桃園,SO2,3.928818443804037
15,桃園,SO2,3.786005830903791
16,桃園,SO2,3.7415730337078625
17,桃園,SO2,4.004972375690608
18,桃園,SO2,4.347814207650271
19,桃園,SO2,4.928415300546452
20,桃園,SO2,5.341256830601094
21,桃園,SO2,5.746174863387977
22,桃園,SO2,6.399453551912566
23,桃園,SO2,6.85273224043716
24,桃園,SO2,6.598907103825135
1,永和,NO2,15.54010989010989
2,永和,NO2,12.896153846153856
3,永和,NO2,11.346301369863015
4,永和,NO2,9.982465753424655
5,永和,NO2,9.936986301369869
6,永和,NO2,11.88356164383561
7,永和,NO2,16.355890410958907
8,永和,NO2,22.595628415300546
9,永和,NO2,27.88879551820728
10,永和,NO2,28.84254143646409
11,永和,NO2,28.15187319884726
12,永和,NO2,27.442318840579706
13,永和,NO2,24.80734463276836
14,永和,NO2,24.99650145772595
15,永和,NO2,25.757848837209306
16,永和,NO2,25.8090909090909
17,永和,NO2,26.408264462809925
18,永和,NO2,27.631967213114752
19,永和,NO2,28.04808743169399
20,永和,NO2,26.35191256830601
21,永和,NO2,23.987158469945353
22,永和,NO2,22.796448087431695
23,永和,NO2,21.840710382513667
24,永和,NO2,18.99754098360656
1,永和,PM10,32.247191011235955
2,永和,PM10,31.00561797752809
3,永和,PM10,30.110169491525422
4,永和,PM10,29.325842696629213
5,永和,PM10,29.025495750708217
6,永和,PM10,29.143661971830987
7,永和,PM10,31.40449438202247
8,永和,PM10,37.515406162464984
9,永和,PM10,44.588235294117645
10,永和,PM10,48.15406162464986
11,永和,PM10,50.24495677233429
12,永和,PM10,52.59322033898305
13,永和,PM10,52.64225352112676
14,永和,PM10,50.27272727272727
15,永和,PM10,50.628242074927954
16,永和,PM10,50.65449438202247
17,永和,PM10,49.21348314606742
18,永和,PM10,48.134453781512605
19,永和,PM10,46.470588235294116
20,永和,PM10,43.22346368715084
21,永和,PM10,39.910614525139664
22,永和,PM10,37.98882681564246
23,永和,PM10,35.87150837988827
24,永和,PM10,33.87709497206704
1,永和,SO2,2.385555555555555
2,永和,SO2,2.0435754189944135
3,永和,SO2,2.0079320113314445
4,永和,SO2,1.9677142857142862
5,永和,SO2,1.9162393162393172
6,永和,SO2,1.9552706552706558
7,永和,SO2,2.2475783475783495
8,永和,SO2,3.0648876404494394
9,永和,SO2,3.809714285714284
10,永和,SO2,3.7061971830985936
11,永和,SO2,3.469767441860466
12,永和,SO2,3.399704142011837
13,永和,SO2,3.2497126436781594
14,永和,SO2,3.2232352941176488
15,永和,SO2,3.1873156342182902
16,永和,SO2,3.0828571428571414
17,永和,SO2,3.1101123595505613
18,永和,SO2,3.214681440443214
19,永和,SO2,3.2660220994475155
20,永和,SO2,3.169613259668506
21,永和,SO2,2.9930939226519344
22,永和,SO2,2.8765193370165765
23,永和,SO2,2.7165745856353567
24,永和,SO2,2.5168508287292832
1,汐止,NO2,16.09527777777777
2,汐止,NO2,14.240730337078647
3,汐止,NO2,13.462429378531084
4,汐止,NO2,13.148882681564237
5,汐止,NO2,12.976536312849166
6,汐止,NO2,14.66583333333333
7,汐止,NO2,18.44194444444444
8,汐止,NO2,22.49252077562327
9,汐止,NO2,22.489473684210534
10,汐止,NO2,21.531318681318677
11,汐止,NO2,19.250584795321636
12,汐止,NO2,17.784438040345822
13,汐止,NO2,16.39157303370786
14,汐止,NO2,15.447826086956525
15,汐止,NO2,16.670317002881838
16,汐止,NO2,17.641944444444448
17,汐止,NO2,19.310439560439562
18,汐止,NO2,22.20219780219781
19,汐止,NO2,23.559178082191785
20,汐止,NO2,23.939890710382514
21,汐止,NO2,22.660000000000004
22,汐止,NO2,21.765205479452057
23,汐止,NO2,20.5027397260274
24,汐止,NO2,18.183149171270713
1,汐止,PM10,33.21848739495798
2,汐止,PM10,32.73669467787115
3,汐止,PM10,31.41176470588235
4,汐止,PM10,31.23098591549296
5,汐止,PM10,31.02247191011236
6,汐止,PM10,31.291784702549574
7,汐止,PM10,32.69209039548023
8,汐止,PM10,35.621468926553675
9,汐止,PM10,37.48324022346369
10,汐止,PM10,38.18994413407821
11,汐止,PM10,37.83040935672515
12,汐止,PM10,37.14204545454545
13,汐止,PM10,36.26183844011142
14,汐止,PM10,35.63848396501458
15,汐止,PM10,35.40524781341108
16,汐止,PM10,35.29943502824859
17,汐止,PM10,36.13725490196079
18,汐止,PM10,36.47206703910614
19,汐止,PM10,36.89693593314763
20,汐止,PM10,37.15320334261838
21,汐止,PM10,36.47486033519553
22,汐止,PM10,35.6078431372549
23,汐止,PM10,34.95810055865922
24,汐止,PM10,33.90196078431372
1,汐止,SO2,3.4739010989011008
2,汐止,SO2,3.3604395604395605
3,汐止,SO2,3.319780219780224
4,汐止,SO2,3.408264462809917
5,汐止,SO2,3.3192837465564766
6,汐止,SO2,3.4237569060773465
7,汐止,SO2,3.602493074792246
8,汐止,SO2,3.781717451523545
9,汐止,SO2,3.8774373259052926
10,汐止,SO2,3.835439560439559
11,汐止,SO2,3.8046647230320687
12,汐止,SO2,3.882905982905985
13,汐止,SO2,4.048888888888887
14,汐止,SO2,4.463294797687862
15,汐止,SO2,4.327507163323781
16,汐止,SO2,4.474581005586592
17,汐止,SO2,4.297802197802197
18,汐止,SO2,4.139285714285712
19,汐止,SO2,3.7199999999999993
20,汐止,SO2,3.5876712328767097
21,汐止,SO2,3.563661202185789
22,汐止,SO2,3.49344262295082
23,汐止,SO2,3.6409836065573757
24,汐止,SO2,3.5680327868852455
1,淡水,NO2,10.991340782122895
2,淡水,NO2,10.184033613445383
3,淡水,NO2,9.701404494382016
4,淡水,NO2,9.055492957746472
5,淡水,NO2,9.079718309859155
6,淡水,NO2,9.752100840336126
7,淡水,NO2,11.922253521126757
8,淡水,NO2,13.465633802816907
9,淡水,NO2,12.842655367231636
10,淡水,NO2,11.32486033519552
11,淡水,NO2,9.756976744186048
12,淡水,NO2,8.385755813953493
13,淡水,NO2,7.169688385269123
14,淡水,NO2,6.975284090909096
15,淡水,NO2,7.2499999999999964
16,淡水,NO2,8.157428571428573
17,淡水,NO2,9.327071823204415
18,淡水,NO2,11.50274725274725
19,淡水,NO2,13.389071038251357
20,淡水,NO2,14.423013698630136
21,淡水,NO2,14.521428571428581
22,淡水,NO2,13.872802197802194
23,淡水,NO2,13.77438016528925
24,淡水,NO2,12.504143646408842
1,淡水,PM10,33.01146131805157
2,淡水,PM10,32.45428571428572
3,淡水,PM10,31.939655172413794
4,淡水,PM10,31.80515759312321
5,淡水,PM10,31.775862068965516
6,淡水,PM10,31.7816091954023
7,淡水,PM10,32.23342939481268
8,淡水,PM10,34.32848837209303
9,淡水,PM10,35.42897727272727
10,淡水,PM10,35.93732193732194
11,淡水,PM10,35.84272997032641
12,淡水,PM10,35.39017341040462
13,淡水,PM10,35.19774011299435
14,淡水,PM10,34.74715909090909
15,淡水,PM10,34.40117994100295
16,淡水,PM10,35.170028818443804
17,淡水,PM10,35.7563025210084
18,淡水,PM10,36.25698324022346
19,淡水,PM10,36.12849162011173
20,淡水,PM10,36.348314606741575
21,淡水,PM10,36.32676056338028
22,淡水,PM10,35.225352112676056
23,淡水,PM10,33.57746478873239
24,淡水,PM10,32.68838526912181
1,淡水,SO2,1.9933333333333334
2,淡水,SO2,1.9830083565459584
3,淡水,SO2,1.9695530726256987
4,淡水,SO2,1.984078212290503
5,淡水,SO2,2.033333333333331
6,淡水,SO2,2.1602240896358538
7,淡水,SO2,2.420224719101124
8,淡水,SO2,2.702816901408448
9,淡水,SO2,2.770985915492959
10,淡水,SO2,2.9375
11,淡水,SO2,2.868497109826587
12,淡水,SO2,2.746685878962536
13,淡水,SO2,2.544537815126051
14,淡水,SO2,2.412921348314605
15,淡水,SO2,2.263636363636364
16,淡水,SO2,2.103389830508475
17,淡水,SO2,2.0457534246575335
18,淡水,SO2,2.0538251366120206
19,淡水,SO2,2.086338797814207
20,淡水,SO2,2.009589041095891
21,淡水,SO2,2.069589041095889
22,淡水,SO2,2.042032967032969
23,淡水,SO2,2.0936813186813197
24,淡水,SO2,2.05702479338843
1,菜寮,NO2,19.48805555555556
2,菜寮,NO2,17.01235955056179
3,菜寮,NO2,15.772957746478877
4,菜寮,NO2,14.320505617977522
5,菜寮,NO2,13.608169014084506
6,菜寮,NO2,14.678591549295769
7,菜寮,NO2,18.21309192200557
8,菜寮,NO2,23.026111111111113
9,菜寮,NO2,24.565277777777776
10,菜寮,NO2,23.824861878453046
11,菜寮,NO2,22.19733727810651
12,菜寮,NO2,19.65833333333334
13,菜寮,NO2,17.123249299719888
14,菜寮,NO2,16.26101694915254
15,菜寮,NO2,17.27869318181818
16,菜寮,NO2,18.37960893854749
17,菜寮,NO2,21.02692307692307
18,菜寮,NO2,24.87272727272727
19,菜寮,NO2,27.24986225895317
20,菜寮,NO2,27.20686813186813
21,菜寮,NO2,26.344505494505494
22,菜寮,NO2,25.453719008264464
23,菜寮,NO2,24.900000000000002
24,菜寮,NO2,22.145706371191142
1,菜寮,PM10,37.42696629213483
2,菜寮,PM10,36.735211267605635
3,菜寮,PM10,35.60734463276836
4,菜寮,PM10,35.48441926345609
5,菜寮,PM10,34.39376770538244
6,菜寮,PM10,33.92090395480226
7,菜寮,PM10,34.80225988700565
8,菜寮,PM10,37.97457627118644
9,菜寮,PM10,41.61624649859944
10,菜寮,PM10,43.63687150837989
11,菜寮,PM10,44.4537037037037
12,菜寮,PM10,44.95786516853933
13,菜寮,PM10,42.762569832402235
14,菜寮,PM10,40.505714285714284
15,菜寮,PM10,40.41595441595442
16,菜寮,PM10,41.31549295774648
17,菜寮,PM10,40.97486033519553
18,菜寮,PM10,41.229050279329606
19,菜寮,PM10,41.35474860335196
20,菜寮,PM10,41.03351955307262
21,菜寮,PM10,40.100558659217874
22,菜寮,PM10,39.100558659217874
23,菜寮,PM10,38.340782122905026
24,菜寮,PM10,37.63305322128851
1,菜寮,SO2,3.020936639118457
2,菜寮,SO2,3.1875346260387807
3,菜寮,SO2,3.1376731301939054
4,菜寮,SO2,3.132132963988921
5,菜寮,SO2,3.0227777777777773
6,菜寮,SO2,2.9516666666666658
7,菜寮,SO2,3.0005555555555543
8,菜寮,SO2,3.2583333333333333
9,菜寮,SO2,3.62
10,菜寮,SO2,3.4638121546961296
11,菜寮,SO2,3.3430267062314525
12,菜寮,SO2,3.2288951841359776
13,菜寮,SO2,3.0787709497206706
14,菜寮,SO2,2.9647887323943682
15,菜寮,SO2,2.884659090909091
16,菜寮,SO2,2.7877777777777784
17,菜寮,SO2,2.7454794520547936
18,菜寮,SO2,2.7802739726027412
19,菜寮,SO2,2.917534246575344
20,菜寮,SO2,2.956712328767123
21,菜寮,SO2,2.959726027397258
22,菜寮,SO2,3.0528767123287643
23,菜寮,SO2,3.076986301369861
24,菜寮,SO2,3.1255494505494505
1,萬華,NO2,20.39944903581267
2,萬華,NO2,17.243093922651937
3,萬華,NO2,15.132872928176797
4,萬華,NO2,13.248753462603874
5,萬華,NO2,12.598611111111104
6,萬華,NO2,13.648189415041777
7,萬華,NO2,19.390277777777776
8,萬華,NO2,25.06620498614959
9,萬華,NO2,28.837604456824515
10,萬華,NO2,29.160724233983288
11,萬華,NO2,27.76706231454006
12,萬華,NO2,25.791343283582084
13,萬華,NO2,23.652011494252882
14,萬華,NO2,23.775652173913038
15,萬華,NO2,25.213352272727267
16,萬華,NO2,27.07661971830986
17,萬華,NO2,29.65277777777778
18,萬華,NO2,33.23011049723757
19,萬華,NO2,35.09090909090909
20,萬華,NO2,33.97796143250689
21,萬華,NO2,32.18595041322314
22,萬華,NO2,31.087603305785123
23,萬華,NO2,29.71625344352617
24,萬華,NO2,25.36491712707183
1,萬華,PM10,35.92112676056338
2,萬華,PM10,34.63841807909605
3,萬華,PM10,33.740112994350284
4,萬華,PM10,33.26912181303116
5,萬華,PM10,32.41761363636363
6,萬華,PM10,31.837606837606838
7,萬華,PM10,32.249283667621775
8,萬華,PM10,34.14899713467049
9,萬華,PM10,37.0487106017192
10,萬華,PM10,40.554597701149426
11,萬華,PM10,42.80722891566265
12,萬華,PM10,44.25892857142857
13,萬華,PM10,44.25925925925926
14,萬華,PM10,43.12320916905444
15,萬華,PM10,42.73504273504273
16,萬華,PM10,43.65811965811966
17,萬華,PM10,44.01699716713881
18,萬華,PM10,43.98870056497175
19,萬華,PM10,43.61864406779661
20,萬華,PM10,42.94632768361582
21,萬華,PM10,42.180281690140845
22,萬華,PM10,40.695774647887326
23,萬華,PM10,39.33521126760564
24,萬華,PM10,37.5943661971831
1,萬華,SO2,2.574931129476583
2,萬華,SO2,2.52403314917127
3,萬華,SO2,2.420718232044197
4,萬華,SO2,2.404155124653741
5,萬華,SO2,2.308310249307478
6,萬華,SO2,2.2321329639889194
7,萬華,SO2,2.3449999999999984
8,萬華,SO2,2.767777777777779
9,萬華,SO2,3.1675070028011234
10,萬華,SO2,3.1596100278551544
11,萬華,SO2,3.113313609467454
12,萬華,SO2,3.0003021148036253
13,萬華,SO2,2.9920227920227926
14,萬華,SO2,2.9193641618497113
15,萬華,SO2,2.764406779661016
16,萬華,SO2,2.7016806722689077
17,萬華,SO2,2.6816155988857933
18,萬華,SO2,2.823333333333333
19,萬華,SO2,3.017079889807162
20,萬華,SO2,3.2082644628099173
21,萬華,SO2,2.858953168044074
22,萬華,SO2,2.7966942148760334
23,萬華,SO2,2.8228650137741056
24,萬華,SO2,2.6920110192837474
1,萬里,NO2,4.573407202216072
2,萬里,NO2,4.11388888888889
3,萬里,NO2,3.854874651810587
4,萬里,NO2,3.644568245125344
5,萬里,NO2,3.8768156424581
6,萬里,NO2,4.2587743732590555
7,萬里,NO2,6.056983240223464
8,萬里,NO2,7.4991620111731905
9,萬里,NO2,6.997198879551822
10,萬里,NO2,7.372499999999993
11,萬里,NO2,6.707042253521136
12,萬里,NO2,6.042939481268015
13,萬里,NO2,5.411781609195402
14,萬里,NO2,5.528318584070796
15,萬里,NO2,5.713994169096203
16,萬里,NO2,6.30821529745042
17,萬里,NO2,6.833055555555557
18,萬里,NO2,7.676795580110499
19,萬里,NO2,8.035911602209941
20,萬里,NO2,8.122589531680442
21,萬里,NO2,7.304395604395605
22,萬里,NO2,6.5527472527472534
23,萬里,NO2,6.048351648351654
24,萬里,NO2,5.368406593406595
1,萬里,PM10,37.22379603399433
2,萬里,PM10,37.022922636103154
3,萬里,PM10,36.689655172413794
4,萬里,PM10,36.48710601719198
5,萬里,PM10,36.2836676217765
6,萬里,PM10,36.30085959885387
7,萬里,PM10,36.684813753581665
8,萬里,PM10,38.61318051575931
9,萬里,PM10,41.763532763532766
10,萬里,PM10,45.31428571428572
11,萬里,PM10,47.18550724637681
12,萬里,PM10,48.371757925072046
13,萬里,PM10,48.53448275862069
14,萬里,PM10,48.0
15,萬里,PM10,49.25368731563422
16,萬里,PM10,49.31686046511628
17,萬里,PM10,48.59544159544159
18,萬里,PM10,46.56497175141243
19,萬里,PM10,45.12112676056338
20,萬里,PM10,44.04507042253521
21,萬里,PM10,42.800561797752806
22,萬里,PM10,41.39887640449438
23,萬里,PM10,40.23943661971831
24,萬里,PM10,38.75141242937853
