Date,From,To,Flight_Number,Airline,Distance,Duration,Seat,Seat_Type,Class,Reason,Plane,Registration,Trip,Note,From_OID,To_OID,Airline_OID,Plane_OID
- -,TPE,MFM,EVA Air (BR),EVA Air,523,01:32,,,,,M90 332 744 321$gc,,,"Direct",2276,3121,2091
- -,TPE,MFM,TransAsia Airways (GE),TransAsia Airways,523,01:32,,,,,320$gc,,,"Direct",2276,3121,5038
- -,TPE,MFM,Air Macau (NX),Air Macau,523,01:32,,,,,319 321 320$gc,,,"Direct",2276,3121,316
- -,TPE,MNL,Cebu Pacific (5J),Cebu Pacific,729,01:57,,,,,320$gc,,,"Direct",2276,2397,1683
- -,TPE,MNL,EVA Air (BR),EVA Air,729,01:57,,,,,74E$gc,,,"Direct",2276,2397,2091
- -,TPE,MNL,China Airlines (CI),China Airlines,729,01:57,,,,,343 738 333$gc,,,"Direct",2276,2397,1756
- -,TPE,MNL,KLM Royal Dutch Airlines (KL),KLM Royal Dutch Airlines,729,01:57,,,,,777$gc,,,"Direct",2276,2397,3090
- -,TPE,MNL,Philippine Airlines (PR),Philippine Airlines,729,01:57,,,,,320$gc,,,"Direct",2276,2397,3952
- -,TPE,NGB,Mandarin Airlines (AE),Mandarin Airlines,328,01:09,,,,,320 738 333 343$gc,,,"Codeshare",2276,3387,3392
- -,TPE,NGB,Uni Air (B7),Uni Air,328,01:09,,,,,332$gc,,,"Codeshare",2276,3387,9082
- -,TPE,NGB,China Eastern Airlines (MU),China Eastern Airlines,328,01:09,,,,,320$gc,,,"Direct",2276,3387,1758
- -,TPE,NGO,China Airlines (CI),China Airlines,1148,02:47,,,,,333 738$gc,,,"Direct",2276,3942,1756
- -,TPE,NGO,Cathay Pacific (CX),Cathay Pacific,1148,02:47,,,,,773$gc,,,"Direct",2276,3942,1680
- -,TPE,NGO,Japan Airlines (JL),Japan Airlines,1148,02:47,,,,,73H$gc,,,"Direct",2276,3942,2987
- -,TPE,NKG,Mandarin Airlines (AE),Mandarin Airlines,482,01:27,,,,,320 321 744$gc,,,"Codeshare",2276,3388,3392
